frame_id,timestamp,success,apriltag_success,center_u_mean,center_v_mean,center_u_mid,center_v_mid,roll_euler,pitch_euler,yaw_euler,roll_tilt,pitch_tilt,yaw_tilt,reprojection_error_mean,reprojection_error_max,has_tilt,roll_offset,pitch_offset,yaw_offset,apriltag_id,origin_idx
frame_000088,1763444918.226429,True,True,676.7234497070312,333.010986328125,678.9711303710938,335.0382080078125,4.988816467876688,-5.095691296645498,-2.435951390774676,5.30277801437785,94.78843775171947,-2.435951390774676,0.14577266573905945,0.3650985658168793,True,5.30277801437785,94.78843775171947,-2.435951390774676,0,211
frame_000089,1763444918.3363512,True,True,676.5836181640625,335.3428955078125,678.924072265625,337.017578125,4.456841794382086,-5.57619084821701,-2.3434521802767563,-5.753245323995657,-94.24680863991195,-2.3434521802767563,0.7686854600906372,1.9973227977752686,True,-5.753245323995657,-94.24680863991195,-2.3434521802767563,0,13
frame_000090,1763444918.42645,True,True,676.332275390625,355.6552429199219,678.9957885742188,356.6417541503906,2.399311789040354,-7.07156788227897,-1.4116939860959974,7.128130955142382,92.24213094630238,-1.4116939860959974,3.209887742996216,7.938050270080566,True,7.128130955142382,92.24213094630238,-1.4116939860959974,0,211
frame_000091,1763444918.5264497,True,True,676.4021606445312,389.57525634765625,678.7886352539062,390.35626220703125,1.1575517124343548,-5.767318984028776,0.27049873403734637,5.7618171237425315,91.19073500905152,0.27049873403731794,245.01336669921875,438.7327880859375,True,5.7618171237425315,91.19073500905152,0.27049873403731794,0,15
frame_000092,1763444918.62667,True,True,676.1259765625,390.6828918457031,678.416015625,390.7519226074219,-5.408133870518071,-0.24316917719770004,90.33270376368574,-5.406692161511472,-90.27466195972356,90.3327037636858,0.07165873050689697,0.19613970816135406,True,-5.406692161511472,-90.27466195972356,90.3327037636858,0,15
frame_000093,1763444918.725947,True,True,676.7015380859375,390.867431640625,678.9232788085938,390.933837890625,0.1965860725068751,-5.319771792830579,0.30385939029281417,5.3186593368498905,90.22572712172116,0.30385939029281417,244.0107421875,435.4440612792969,True,5.3186593368498905,90.22572712172116,0.30385939029281417,0,15
frame_000094,1763444918.8266122,True,True,678.585205078125,390.93841552734375,680.7578735351562,390.9870300292969,-5.132715914464683,-0.04449878751509573,90.26098973987206,-5.132463413889951,-90.06794116263711,90.26098973987206,0.30745354294776917,1.03469979763031,True,-5.132463413889951,-90.06794116263711,90.26098973987206,0,15
frame_000095,1763444918.936494,True,True,684.6619262695312,391.3204650878906,686.5668334960938,391.36968994140625,-0.43530331443628256,-4.506242661496543,0.07928999371600298,4.5068389168578165,89.56959595543813,0.07928999371600298,0.9259538650512695,2.8189775943756104,True,4.5068389168578165,89.56959595543813,0.07928999371600298,0,211
frame_000096,1763444919.0265725,True,True,701.3731689453125,391.8595275878906,702.7885131835938,391.81365966796875,-1.2139274081550013,-3.0493791458405894,-0.20742163689226345,3.0449701101794346,88.77331505954332,-0.2074216368922066,1.9305524826049805,5.9441447257995605,True,3.0449701101794346,88.77331505954332,-0.2074216368922066,0,211
frame_000097,1763444919.1266599,True,True,719.9902954101562,392.3245544433594,720.7278442382812,392.3640441894531,178.37610326895083,1.0872207458319565,89.87298335714462,178.37822357852446,91.09081833311825,89.87298335714468,214.98526000976562,606.2955322265625,True,178.37822357852446,91.09081833311825,89.87298335714468,0,211
frame_000098,1763444919.226604,True,True,733.4150390625,392.9411926269531,733.683349609375,392.8903503417969,0.706013222285435,-0.4752660789650065,-89.79204094986791,-0.7077576442698899,-89.52729961278511,-89.79204094986791,246.85874938964844,427.75238037109375,True,-0.7077576442698899,-89.52729961278511,-89.79204094986791,0,211
frame_000099,1763444919.3266194,True,True,744.5535888671875,393.84930419921875,744.3225708007812,393.69964599609375,-1.1919549754776142,0.244279712420564,0.007144695306209314,-0.24413105547859004,88.80800375525916,0.007144695306180893,1.508325457572937,4.386829853057861,True,-0.24413105547859004,88.80800375525916,0.007144695306180893,0,211
frame_000100,1763444919.4267128,True,True,766.7827758789062,394.5633239746094,766.1531982421875,394.4420471191406,-1.7884486210056707,2.0101904057643196,-0.17831137031578237,-2.0157449008941626,88.21671190449018,-0.17831137031578237,2.164498805999756,6.671539783477783,True,-2.0157449008941626,88.21671190449018,-0.17831137031578237,0,211
frame_000101,1763444919.52668,True,True,779.6473388671875,394.3374938964844,778.5725708007812,394.338134765625,-0.09560367912860102,2.693698672298126,0.4031004170246604,-2.692960240131953,89.88532785391295,0.40310041702463195,0.23431552946567535,1.0210753679275513,True,-2.692960240131953,89.88532785391295,0.40310041702463195,0,211
frame_000102,1763444919.6266088,True,True,779.6790771484375,394.147216796875,778.4019165039062,394.1990051269531,177.3184608166763,0.13695870420713163,-89.55310741886568,-177.31746871920154,89.8839758185066,-89.55310741886566,230.00242614746094,437.08343505859375,True,-177.31746871920154,89.8839758185066,-89.55310741886566,0,15
frame_000103,1763444919.7266774,True,True,779.66796875,393.7161865234375,778.4754028320312,393.6677551269531,0.13588553961898242,2.68267073272483,0.4277298474246152,2.6836093943866217,-90.1159895416281,0.4277298474246152,250.66619873046875,437.2481994628906,True,2.6836093943866217,-90.1159895416281,0.4277298474246152,0,15
frame_000104,1763444919.8274188,True,True,779.496826171875,393.3084411621094,778.3040771484375,393.3190002441406,2.664639768446335,-0.1913286858705021,90.40262709428771,2.6659304927589176,-90.17258581673211,90.40262709428771,0.07623565196990967,0.4816035330295563,True,2.6659304927589176,-90.17258581673211,90.40262709428771,0,15
frame_000105,1763444919.9274976,True,True,779.489013671875,392.893798828125,778.2862548828125,392.9263916015625,2.6758149310107058,-0.17032621378908175,90.3702337219558,2.6768691637797133,-90.15301968406175,90.37023372195586,0.08812059462070465,0.4677601754665375,True,2.6768691637797133,-90.15301968406175,90.37023372195586,0,15
frame_000106,1763444920.0375452,True,True,780.0518188476562,392.4497985839844,778.8531494140625,392.4790954589844,0.14487250934413964,2.7309940405653776,0.36661579817746315,-2.7318641492595077,90.12754655608953,0.36661579817749157,250.73667907714844,437.2827453613281,True,-2.7318641492595077,90.12754655608953,0.36661579817749157,0,15
frame_000107,1763444920.127576,True,True,780.2509765625,393.02313232421875,778.9553833007812,393.01190185546875,-177.36845439178532,-0.1492246719217576,90.39416267200374,-177.3674832515857,89.86889496034127,90.39416267200374,232.2379150390625,435.8221435546875,True,-177.3674832515857,89.86889496034127,90.39416267200374,0,15
frame_000108,1763444920.227393,True,True,780.589111328125,399.71527099609375,778.8941040039062,399.1692199707031,-0.9707948613954329,1.2199005828791485,0.14720391310481773,-1.2174027257259468,89.02585457646143,0.14720391310481773,1.533377766609192,4.036134719848633,True,-1.2174027257259468,89.02585457646143,0.14720391310481773,0,211
frame_000109,1763444920.3273602,True,True,784.877685546875,417.0817565917969,783.2536010742188,416.3031311035156,-2.560665489131793,2.095539768597405,-1.020625987091023,-2.1408176018534277,87.47529875910608,-1.020625987091023,1.2708450555801392,3.510561466217041,True,-2.1408176018534277,87.47529875910608,-1.020625987091023,0,211
frame_000110,1763444920.4275568,True,True,788.5991821289062,427.9136047363281,786.6128540039062,426.5072326660156,177.69625057859372,-3.5189242793691733,-91.4439776719299,-177.60399842691263,93.45983078148709,-91.44397767192989,219.05496215820312,617.951904296875,True,-177.60399842691263,93.45983078148709,-91.44397767192989,0,211
frame_000111,1763444920.5276003,True,True,793.8524169921875,437.1252746582031,792.08056640625,435.51593017578125,-4.179215610199094,3.5728629838191637,-2.209111398536379,-3.7312544315501555,85.95296609883438,-2.209111398536379,0.7671636343002319,2.028167247772217,True,-3.7312544315501555,85.95296609883438,-2.209111398536379,0,211
frame_000112,1763444920.6275795,True,True,800.2964477539062,435.70037841796875,798.6582641601562,434.1671447753906,175.05331055083593,-3.9914961074961184,-91.43398532749693,-174.94360011149314,93.86643211444618,-91.43398532749694,217.50941467285156,611.1063842773438,True,-174.94360011149314,93.86643211444618,-91.43398532749694,0,211
frame_000113,1763444920.7270305,True,True,806.0938110351562,433.1092834472656,804.4326171875,431.8848571777344,-3.056342393736543,5.4975196905226085,-0.9571129405338752,-5.547619696261705,87.02184606988888,-0.9571129405338752,0.6031296253204346,1.9259119033813477,True,-5.547619696261705,87.02184606988888,-0.9571129405338752,0,211
frame_000114,1763444920.8276355,True,True,803.5447998046875,414.4467468261719,801.8820190429688,413.6669921875,179.97180502814876,6.405410786944458,0.6940892412467008,-173.59539472453358,90.10628893557157,0.6940892412467008,233.40554809570312,440.514892578125,True,-173.59539472453358,90.10628893557157,0.6940892412467008,0,211
frame_000115,1763444920.9277363,True,True,801.2277221679688,396.3089599609375,799.3026733398438,396.1245422363281,4.752026298793851,-0.47875443002538987,90.75553092179405,4.7580498515413865,-90.4159095879145,90.75553092179405,1.053655982017517,2.5180275440216064,True,4.7580498515413865,-90.4159095879145,90.75553092179405,0,15
frame_000116,1763444921.0276775,True,True,791.8724975585938,393.28106689453125,790.28076171875,393.3924865722656,-176.59224663965696,-1.2306010985745957,90.70232415285005,-176.57668486916313,88.81130240098832,90.70232415285005,233.1941680908203,440.7953186035156,True,-176.57668486916313,88.81130240098832,90.70232415285005,0,0
frame_000117,1763444921.1277087,True,True,781.326416015625,392.5908203125,780.0402221679688,392.7236328125,-177.33704114993486,-1.0282824852661179,90.63888525417792,-177.32533604111694,89.00149142592784,90.63888525417792,231.74319458007812,437.5189208984375,True,-177.32533604111694,89.00149142592784,90.63888525417792,0,15
frame_000118,1763444921.2384627,True,True,765.947998046875,391.74884033203125,765.6104125976562,391.9401550292969,179.42625393210426,2.7287716686336125,-88.80934380689239,-179.36898787706272,87.2837257163381,-88.80934380689239,228.7982177734375,432.79180908203125,True,-179.36898787706272,87.2837257163381,-88.80934380689239,0,0
frame_000119,1763444921.327931,True,True,723.1194458007812,391.33880615234375,723.7044067382812,391.51019287109375,-176.32279007333852,3.9413695671542257,-87.94179220248652,176.45768196037739,85.92925049690655,-87.94179220248652,227.44236755371094,439.63995361328125,True,176.45768196037739,85.92925049690655,-87.94179220248652,0,0
frame_000120,1763444921.4274626,True,True,682.0911865234375,391.1263122558594,683.9791870117188,391.2530822753906,2.935090311351729,-6.350210328100104,1.8462042654291224,6.252861346204526,93.15648948707442,1.8462042654291224,244.1953125,442.833984375,True,6.252861346204526,93.15648948707442,1.8462042654291224,0,0
frame_000121,1763444921.5276213,True,True,654.1128540039062,390.75982666015625,657.0421142578125,390.8952941894531,-172.39640034164404,1.4976829987113263,-88.33157586606855,172.4398755046202,88.28036079076708,-88.33157586606853,225.71420288085938,442.9933776855469,True,172.4398755046202,88.28036079076708,-88.33157586606853,0,15
frame_000122,1763444921.6385846,True,True,634.923828125,388.807861328125,638.5596313476562,389.0222473144531,-171.2342042695542,1.6080586438524165,-88.07520187126168,171.28845383412477,88.09626833939348,-88.07520187126167,224.8426055908203,444.0213928222656,True,171.28845383412477,88.09626833939348,-88.07520187126167,0,15
frame_000123,1763444921.7384205,True,True,618.876220703125,384.9748840332031,623.3330078125,385.12225341796875,170.08694172348305,-1.384229595124907,92.37896224931609,170.14825919510724,88.2015291920087,92.37896224931609,224.24032592773438,424.567626953125,True,170.14825919510724,88.2015291920087,92.37896224931609,0,15
frame_000124,1763444921.8289354,True,True,603.12646484375,386.2865905761719,612.3681640625,386.696044921875,-163.1787558346327,6.082945296174444,-85.21671465550851,163.61197100014624,82.50579998816698,-85.21671465550853,225.81124877929688,459.27960205078125,True,163.61197100014624,82.50579998816698,-85.21671465550853,0,15
frame_000125,1763444921.9285362,True,True,679.5220336914062,385.8819274902344,695.5791625976562,386.6138916015625,-136.40171608274937,2.4464639910213464,-83.33886820021476,136.71953080051844,81.30159748089932,-83.33886820021478,223.98196411132812,462.161376953125,True,136.71953080051844,81.30159748089932,-83.33886820021478,0,13
frame_000126,1763444922.0284429,True,True,647.5209350585938,379.87200927734375,659.6386108398438,379.7547912597656,43.128707074416184,-0.5405924394567307,-87.09250529592182,-43.10777759910769,-92.18150422952822,-87.09250529592182,16.805545806884766,34.465335845947266,True,-43.10777759910769,-92.18150422952822,-87.09250529592182,0,155
frame_000128,1763444922.2286897,True,True,635.148193359375,391.1414794921875,614.7079467773438,401.44696044921875,36.93230931683226,7.393393869857391,93.6035625782165,36.80938182971508,-79.95448845597683,93.60356257821644,18.557451248168945,60.25684356689453,True,36.80938182971508,-79.95448845597683,93.60356257821644,0,13
frame_000137,1763444923.1291375,True,True,645.0811767578125,442.8573303222656,637.8839721679688,435.6080017089844,44.962681866037315,-10.541700438982588,-97.81454327588705,-44.45362334986055,-72.12626490384321,-97.81454327588705,17.211036682128906,57.65349578857422,True,-44.45362334986055,-72.12626490384321,-97.81454327588705,0,142
frame_000138,1763444923.2288723,True,True,643.7301025390625,443.7276611328125,645.6144409179688,442.3975830078125,-131.05453693162067,-14.17938855123623,-101.38599425174873,131.9886855151372,115.709582204389,-101.38599425174874,131.38975524902344,264.8949279785156,True,131.9886855151372,115.709582204389,-101.38599425174874,0,142
frame_000139,1763444923.329915,True,True,651.8939819335938,464.072021484375,675.9141235351562,471.9205017089844,46.43813416752607,-12.968676016187771,-101.18606480716196,-45.394096545130964,-66.47920380094565,-101.18606480716194,21.13741111755371,68.08349609375,True,-45.394096545130964,-66.47920380094565,-101.18606480716194,0,155
frame_000141,1763444923.5295315,True,True,638.2254638671875,466.5228271484375,621.2555541992188,480.4954833984375,-19.18860024062053,-46.38568298778006,3.37584782602417,47.13548090736904,66.16256732368932,3.375847826024142,23.682117462158203,75.19124603271484,True,47.13548090736904,66.16256732368932,3.375847826024142,0,168
frame_000142,1763444923.6284592,True,True,625.8470458984375,445.1880187988281,622.0040893554688,444.35101318359375,143.64163331757845,17.02372108797877,77.84197464982219,145.4672502095035,114.77135930353467,77.84197464982219,225.6804656982422,472.44915771484375,True,145.4672502095035,114.77135930353467,77.84197464982219,0,164
frame_000143,1763444923.729524,True,True,645.0774536132812,453.8809509277344,652.8724975585938,445.912353515625,142.63597813627234,10.772065183394375,82.01658576235218,143.37647039500058,106.50781631374792,82.01658576235218,228.0142364501953,489.92156982421875,True,143.37647039500058,106.50781631374792,82.01658576235218,0,167
frame_000144,1763444923.8293996,True,True,665.1712646484375,468.5343933105469,694.564697265625,481.6588134765625,134.67030805644254,13.900536557336295,79.49796418246319,135.59253039316008,113.42621909431506,79.49796418246319,228.27578735351562,503.9725036621094,True,135.59253039316008,113.42621909431506,79.49796418246319,0,155
frame_000145,1763444923.9296927,True,True,682.9895629882812,460.8878479003906,681.8137817382812,461.5668029785156,-22.094491973712763,-44.40154578308025,2.8721184461495,45.18746647234133,62.59751194191635,2.8721184461495,20.847660064697266,65.4406509399414,True,45.18746647234133,62.59751194191635,2.8721184461495,0,132
frame_000146,1763444924.039719,True,True,684.06982421875,442.9011535644531,675.4190673828125,448.8838195800781,-26.744491649583154,-38.54137745891833,-1.15978884121904,-38.07557498501441,-56.564741713627456,-1.15978884121904,266.9053649902344,515.6636962890625,True,-38.07557498501441,-56.564741713627456,-1.15978884121904,0,130
frame_000147,1763444924.1297984,True,True,687.5634765625,457.8926086425781,693.3858642578125,461.6722106933594,152.28574270005208,-39.62383044022761,-1.1856638004492197,140.8653429727105,124.95403366498584,-1.1856638004492197,181.54718017578125,368.8092041015625,True,140.8653429727105,124.95403366498584,-1.1856638004492197,0,150
frame_000149,1763444924.3298612,True,True,706.6852416992188,428.9656066894531,675.4083251953125,417.6875,123.72815335363032,1.8889231161871294,-8.910401020046606,-165.17338970359802,145.8723897575636,-8.910401020046606,223.0051727294922,461.9939270019531,True,-165.17338970359802,145.8723897575636,-8.910401020046606,0,109
frame_000150,1763444924.4299324,True,True,742.512939453125,471.24578857421875,738.6410522460938,452.1495666503906,165.070608867817,-4.7485498944875815,-9.950819797508018,177.96195658243607,105.52937063752739,-9.950819797508018,227.16749572753906,453.7626953125,True,177.96195658243607,105.52937063752739,-9.950819797508018,0,136
frame_000151,1763444924.5299451,True,True,778.4822998046875,446.3894348144531,743.38525390625,436.3975524902344,59.88801332962575,-6.295506200010891,167.64833373603255,25.58716712693291,-30.89864872618415,167.6483337360326,17.710140228271484,42.47052001953125,True,25.58716712693291,-30.89864872618415,167.6483337360326,0,109
frame_000152,1763444924.6298623,True,True,840.5132446289062,471.1398620605469,823.556884765625,457.3780517578125,-12.937330418927075,-46.18473692452764,-97.3388492158241,24.807004639488383,-45.249935741518016,-97.33884921582411,219.01466369628906,459.8320007324219,True,24.807004639488383,-45.249935741518016,-97.33884921582411,0,183
