frame_id,timestamp,success,apriltag_success,method_used,center_u_mean,center_v_mean,center_u_mid,center_v_mid,roll,pitch,yaw,reprojection_error_mean,has_tilt,apriltag_id,origin_idx,total_solutions_tried
1764743781_0_picture,1764745626.5794487,True,True,ITERATIVE,948.6976318359375,524.3685302734375,945.714111328125,526.264892578125,5.545406470427679,-93.60636071879969,94.3592214518992,0.33170533180236816,True,0,0,4
1764743787_6_picture,1764745649.0372849,True,True,ITERATIVE,1129.4610595703125,576.5194702148438,1121.523681640625,577.1600952148438,13.623628860277961,-90.68024133394474,95.68296576392646,0.8888590335845947,True,0,0,4
