frame_id,timestamp,success,center_u_mean,center_v_mean,center_u_mid,center_v_mid,roll_euler,pitch_euler,yaw_euler,roll_tilt,pitch_tilt,yaw_tilt,pitch_tilt_mod90,yaw_tilt_mod90,reprojection_error_mean,reprojection_error_max,has_tilt,roll_offset,pitch_offset,pitch_offset_mod90,yaw_offset,yaw_offset_mod90
frame_000000,1763366498.8245263,True,753.93994140625,394.79736328125,755.0474243164062,394.9680480957031,-179.63246200509255,-2.183664852587242,0.8926740876707981,177.82232190838232,89.59820426795505,0.8926740876707981,-0.40179573204494545,0.8926740876707981,0.0641314834356308,0.40003636479377747,True,177.82232190838232,89.59820426795505,-0.40179573204494545,0.8926740876707981,0.8926740876707981
frame_000001,1763366498.9146278,True,753.9293823242188,394.8802185058594,755.0408935546875,395.01751708984375,-177.81842863147503,0.35768048324021606,-89.08983304198512,177.82433467786274,89.60769500009826,-89.08983304198512,-0.3923049999017394,0.9101669580148837,0.06446362286806107,0.3990202844142914,True,177.82433467786274,89.60769500009826,-0.3923049999017394,-89.08983304198512,0.9101669580148837
frame_000002,1763366499.0137706,True,753.9312744140625,394.99798583984375,755.0486450195312,395.1417236328125,-2.184053491992472,-0.3503827072298975,90.91429277054391,-2.17823355052775,-90.38520458062384,90.91429277054391,-0.3852045806238351,0.9142927705439092,0.06370409578084946,0.40408560633659363,True,-2.17823355052775,-90.38520458062384,-0.3852045806238351,90.91429277054391,0.9142927705439092
frame_000003,1763366499.113339,True,753.9031372070312,395.07525634765625,754.9961547851562,395.24700927734375,-2.181254860457841,-0.3548813278549403,90.91826668494105,-2.1753375791186613,-90.38980883265256,90.91826668494105,-0.3898088326525624,0.9182666849410452,0.06059204041957855,0.3823016583919525,True,-2.1753375791186613,-90.38980883265256,-0.3898088326525624,90.91826668494105,0.9182666849410452
frame_000004,1763366499.2135253,True,753.8965454101562,395.08538818359375,755.003662109375,395.23223876953125,-2.1803393427549906,-0.341779577489433,90.91593011587287,-2.1746441398346974,-90.37660540293118,90.91593011587287,-0.37660540293117606,0.9159301158728681,0.0629180297255516,0.40279725193977356,True,-2.1746441398346974,-90.37660540293118,-0.37660540293117606,90.91593011587287,0.9159301158728681
frame_000005,1763366499.3135386,True,753.9398193359375,395.1213684082031,755.0350341796875,395.2762145996094,-2.1794861065790485,-0.3427412402060668,90.91970259842316,-2.1737510301722978,-90.37769646821656,90.91970259842316,-0.37769646821655556,0.9197025984231573,0.061646927148103714,0.3685514032840729,True,-2.1737510301722978,-90.37769646821656,-0.37769646821655556,90.91970259842316,0.9197025984231573
frame_000006,1763366499.4240768,True,753.8871459960938,395.1205139160156,754.9786376953125,395.2823791503906,-177.8112122569095,0.3483804966384412,-89.08334267248351,177.81701703503916,89.61663158545508,-89.08334267248351,-0.3833684145449183,0.9166573275164893,0.060779113322496414,0.40973103046417236,True,177.81701703503916,89.61663158545508,-0.3833684145449183,-89.08334267248351,0.9166573275164893
frame_000007,1763366499.524126,True,753.869384765625,395.0688781738281,754.975341796875,395.206298828125,0.3416449904817114,-2.181791241823248,0.8770092850162712,-2.1763103583111274,-90.37526234457054,0.8770092850162712,-0.37526234457054386,0.8770092850162712,0.06299634277820587,0.3960737884044647,True,-2.1763103583111274,-90.37526234457054,-0.37526234457054386,0.8770092850162712,0.8770092850162712
frame_000008,1763366499.6140735,True,753.939697265625,395.04351806640625,755.034423828125,395.20416259765625,-2.1805071161163028,-0.34567465373473283,90.8856587574241,-2.174951050774382,-90.37935310039808,90.8856587574241,-0.37935310039807746,0.8856587574240962,0.06004150211811066,0.4448690712451935,True,-2.174951050774382,-90.37935310039808,-0.37935310039807746,90.8856587574241,0.8856587574240962
frame_000009,1763366499.7137766,True,753.9341430664062,394.9835205078125,755.0093994140625,395.1473693847656,2.18178675192587,0.35830156680705727,-89.11674900085998,-2.1760550641513134,-90.39190677821726,-89.11674900085997,-0.39190677821726183,0.8832509991400315,0.061372242867946625,0.45183196663856506,True,-2.1760550641513134,-90.39190677821726,-0.39190677821726183,-89.11674900085997,0.8832509991400315
